Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
JAGUAR,SUV - SMALL,2,4,AS8,Z,9.9,29,227
JAGUAR,SUV - SMALL,3,6,AS8,Z,11.8,24,277
JAGUAR,TWO-SEATER,2,4,AS8,Z,9.2,31,215
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.4,27,242
JAGUAR,TWO-SEATER,3,6,M6,Z,12.6,22,296
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.8,26,253
JAGUAR,TWO-SEATER,3,6,M6,Z,12.9,22,302
JAGUAR,TWO-SEATER,3,6,AS8,Z,11.3,25,265
JAGUAR,TWO-SEATER,2,4,AS8,Z,9.2,31,215
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.4,27,242
JAGUAR,TWO-SEATER,3,6,M6,Z,12.6,22,296
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.8,26,253
JAGUAR,TWO-SEATER,3,6,M6,Z,12.9,22,302
JAGUAR,TWO-SEATER,3,6,AS8,Z,11.3,25,265
JAGUAR,TWO-SEATER,5,8,AS8,Z,13.3,21,311
JAGUAR,TWO-SEATER,5,8,AS8,Z,13.3,21,311
JAGUAR,COMPACT,2,4,AS8,D,6.9,41,186
JAGUAR,COMPACT,2,4,AS8,Z,8.5,33,200
JAGUAR,COMPACT,3,6,AS8,Z,10.2,28,238
JAGUAR,MID-SIZE,2,4,AS8,D,6.9,41,186
JAGUAR,MID-SIZE,2,4,AS8,Z,8.8,32,207
JAGUAR,MID-SIZE,3,6,AS8,Z,10.4,27,243
JAGUAR,FULL-SIZE,3,6,AS8,Z,11.8,24,276
JAGUAR,FULL-SIZE,3,6,AS8,Z,11.9,24,280
JAGUAR,FULL-SIZE,5,8,AS8,Z,13.3,21,313
JEEP,SUV - SMALL,2,4,A9,X,9.1,31,214
JEEP,SUV - SMALL,2.4,4,A9,X,9.3,30,219
JEEP,SUV - SMALL,3.2,6,A9,X,10.2,28,240
JEEP,SUV - SMALL,2,4,A9,X,9.8,29,229
JEEP,SUV - SMALL,2.4,4,A9,X,9.8,29,230
JEEP,SUV - SMALL,3.2,6,A9,X,10.6,27,249
JEEP,SUV - SMALL,2,4,A9,X,10.2,28,240
JEEP,SUV - SMALL,3.2,6,A9,X,11.1,25,259
JEEP,SUV - SMALL,2,4,A9,X,10.6,27,249
JEEP,SUV - SMALL,3.2,6,A9,X,11.6,24,269
JEEP,SUV - SMALL,2.4,4,A6,X,9.3,30,218
JEEP,SUV - SMALL,2.4,4,M6,X,9,31,211
JEEP,SUV - SMALL,2.4,4,A9,X,9.5,30,222
JEEP,SUV - SMALL,2.4,4,M6,X,9.4,30,221
JEEP,SUV - STANDARD,3.6,6,A8,X,11.3,25,265
JEEP,SUV - STANDARD,5.7,8,A8,X,14.1,20,331
JEEP,SUV - STANDARD,3,6,A8,D,10,28,268
JEEP,SUV - STANDARD,6.4,8,A8,Z,15.7,18,368
JEEP,SUV - STANDARD,6.2,8,A8,Z,17.7,16,413
JEEP,SUV - SMALL,1.3,4,A9,X,8.7,32,204
JEEP,SUV - SMALL,2.4,4,A9,X,9.5,30,222
JEEP,SUV - SMALL,1.3,4,A9,X,9.2,31,216
JEEP,SUV - SMALL,2.4,4,A9,X,9.8,29,230
JEEP,SUV - SMALL,1.3,4,A9,X,9.9,29,230
JEEP,SUV - SMALL,2,4,A8,X,10,28,233
JEEP,SUV - SMALL,3.6,6,A8,X,11.8,24,274
JEEP,SUV - SMALL,3.6,6,M6,X,11.8,24,277
JEEP,SUV - SMALL,2,4,A8,X,10.5,27,245
JEEP,SUV - SMALL,3.6,6,A8,X,11.7,24,275
JEEP,SUV - SMALL,3.6,6,M6,X,12.2,23,285
KIA,FULL-SIZE,3.3,6,AS8,X,10.2,28,238
KIA,MID-SIZE,2,4,AV,X,6.9,41,164
KIA,MID-SIZE,2,4,M6,X,7.6,37,180
KIA,STATION WAGON - SMALL,1.6,4,AM6,X,4.8,59,114
KIA,STATION WAGON - SMALL,1.6,4,AM6,X,4.7,60,110
KIA,STATION WAGON - SMALL,1.6,4,AM6,X,5.4,52,129
KIA,FULL-SIZE,2,4,AS6,X,9.7,29,230
KIA,FULL-SIZE,2.4,4,AS6,X,8.4,34,199
KIA,MID-SIZE,2,4,AM6,X,5.7,50,133
KIA,COMPACT,1.6,4,AS6,X,7.5,38,177
KIA,COMPACT,1.6,4,M6,X,7.5,38,175
KIA,MINIVAN,3.3,6,AS8,X,11.5,25,272
KIA,SUV - SMALL,2.4,4,AS6,X,9.6,29,225
KIA,SUV - SMALL,2.4,4,AS6,X,10.2,28,242
KIA,SUV - SMALL,3.3,6,AS8,X,11.2,25,265
KIA,STATION WAGON - SMALL,1.6,4,AM7,X,8.5,33,199
KIA,STATION WAGON - SMALL,1.6,4,AS6,X,8.4,34,198
KIA,STATION WAGON - SMALL,2,4,AS6,X,8.7,32,206
KIA,SUV - SMALL,2.4,4,AS6,X,9.2,31,218
KIA,SUV - SMALL,2,4,AS6,X,11.1,25,263
KIA,SUV - SMALL,2.4,4,AS6,X,10.5,27,247
KIA,MID-SIZE,2,4,AS8,Z,9.7,29,229
KIA,MID-SIZE,3.3,6,AS8,Z,11.8,24,279
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,21.5,13,487
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,21.7,13,493
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,15.9,18,366
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,15.7,18,370
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,15.9,18,366
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,15.7,18,370
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,15.7,18,370
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,15.7,18,370
LAMBORGHINI,SUV - STANDARD,4,8,AS8,Z,16.9,17,384
LAND ROVER,SUV - STANDARD,3,6,AS8,Z,13.3,21,311
LAND ROVER,SUV - STANDARD,3,6,AS8,D,10.4,27,279
LAND ROVER,SUV - SMALL,2,4,AS9,Z,10.5,27,246
LAND ROVER,SUV - STANDARD,3,6,AS8,Z,12.4,23,291
LAND ROVER,SUV - STANDARD,3,6,AS8,D,9.6,29,256
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,13,22,305
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,15.5,18,365
LAND ROVER,SUV - STANDARD,3,6,AS8,Z,12.4,23,291
LAND ROVER,SUV - STANDARD,3,6,AS8,D,9.6,29,256
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,12.6,22,294
LAND ROVER,SUV - SMALL,2,4,AS9,Z,9.6,29,225
LAND ROVER,SUV - SMALL,2,4,AS9,Z,9.8,29,231
LAND ROVER,SUV - SMALL,2,4,AS8,D,8.5,33,229
LAND ROVER,SUV - SMALL,2,4,AS8,Z,10.6,27,248
LAND ROVER,SUV - SMALL,3,6,AS8,Z,11.6,24,273
LEXUS,MID-SIZE,2.5,4,AV6,X,5.3,53,124
LEXUS,MID-SIZE,3.5,6,AS8,X,9.1,31,211
LEXUS,MID-SIZE,3.5,6,AS8,X,9.4,30,219
LEXUS,MID-SIZE,3.5,6,AS6,Z,10.9,26,254
LEXUS,COMPACT,5,8,AS8,Z,12.5,23,293
LEXUS,SUV - STANDARD,4.6,8,AS6,Z,14.6,19,341
LEXUS,COMPACT,2,4,AS8,Z,9.5,30,220
LEXUS,COMPACT,3.5,6,AS6,Z,10.9,26,254
LEXUS,COMPACT,3.5,6,AS6,Z,10.9,26,254
LEXUS,SUBCOMPACT,5,8,AS10,Z,12.6,22,294
LEXUS,SUBCOMPACT,3.5,6,AV10,Z,8.1,35,189
LEXUS,MID-SIZE,3.4,6,AS10,Z,11.1,25,261
LEXUS,MID-SIZE,3.5,6,AV10,Z,9.1,31,214
LEXUS,SUV - STANDARD,5.7,8,AS8,Z,15.8,18,371
LEXUS,SUV - SMALL,2,4,AS6,Z,9.7,29,226
LEXUS,SUV - SMALL,2,4,AS6,Z,9.9,29,232
LEXUS,SUV - SMALL,2.5,4,AV6,X,7.5,38,176
LEXUS,SUBCOMPACT,3.5,6,AS6,Z,11.2,25,262
LEXUS,SUBCOMPACT,3.5,6,AS6,Z,11.2,25,262
LEXUS,SUBCOMPACT,5,8,AS8,Z,12.6,22,289
LEXUS,SUV - SMALL,3.5,6,AS8,X,10.8,26,252
LEXUS,SUV - SMALL,3.5,6,AS8,X,11.1,25,268
LEXUS,SUV - STANDARD,3.5,6,AV6,Z,7.9,36,185
LEXUS,SUV - STANDARD,3.5,6,AV6,Z,8.1,35,190
LEXUS,MID-SIZE,2,4,AS10,X,7.2,39,168
LEXUS,COMPACT,2,4,AV6,X,5.6,50,130
LEXUS,COMPACT,2,4,AV6,X,6,47,140
LINCOLN,FULL-SIZE,2.7,6,AS6,X,12,24,281
LINCOLN,FULL-SIZE,3,6,AS6,X,12.3,23,289
LINCOLN,FULL-SIZE,3.7,6,AS6,X,12.2,23,287
LINCOLN,SUV - SMALL,2,4,AS6,X,11,26,257
LINCOLN,SUV - SMALL,2,4,AS6,X,10.9,26,256
LINCOLN,SUV - SMALL,2.3,4,AS6,X,11.5,25,270
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,13.7,21,322
LINCOLN,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,12.7,22,297
LINCOLN,MID-SIZE,2,4,AS6,X,10.4,27,245
LINCOLN,MID-SIZE,3,6,AS6,X,11.8,24,278
LINCOLN,MID-SIZE,2,4,AV,X,5.9,48,139
LINCOLN,SUV - SMALL,2,4,AS8,X,10.7,26,250
LINCOLN,SUV - SMALL,2.7,6,AS8,X,11,26,259
LINCOLN,SUV - STANDARD,3.5,6,AS10,X,13.4,21,314
MASERATI,MID-SIZE,3,6,AS8,Z,12.2,23,286
MASERATI,MID-SIZE,3,6,AS8,Z,12.6,22,295
MASERATI,MID-SIZE,3,6,AS8,Z,12.6,22,295
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15,19,354
MASERATI,SUV - STANDARD,3,6,AS8,Z,13.7,21,324
MASERATI,SUV - STANDARD,3,6,AS8,Z,14,20,330
MASERATI,SUV - STANDARD,3.8,8,AS8,Z,15.3,18,360
MASERATI,SUV - STANDARD,3.8,8,AS8,Z,15.3,18,360
MASERATI,FULL-SIZE,3,6,AS8,Z,12.8,22,299
MASERATI,FULL-SIZE,3,6,AS8,Z,12.8,22,301
MASERATI,FULL-SIZE,3.8,8,AS8,Z,13.7,21,321
MAZDA,COMPACT,2,4,AS6,X,7.7,37,179
MAZDA,COMPACT,2,4,M6,X,8,35,186
MAZDA,COMPACT,2,4,AS6,X,8.1,35,189
MAZDA,SUV - SMALL,2,4,M6,X,8.8,32,206
MAZDA,SUV - SMALL,2.5,4,AS6,X,8.8,32,206
MAZDA,SUV - SMALL,2.5,4,AS6,X,8.5,33,201
MAZDA,SUV - SMALL,2.5,4,AS6,X,9.3,30,217
MAZDA,SUV - SMALL,2.5,4,AS6,X,9,31,208
MAZDA,SUV - SMALL,2.5,4,AS6,X,9.8,29,230
MAZDA,SUV - SMALL,2.2,4,AS6,D,8.4,34,227
MAZDA,SUV - SMALL,2.5,4,AS6,X,9.6,29,225
MAZDA,SUV - SMALL,2.5,4,AS6,X,10.5,27,244
MAZDA,COMPACT,2,4,AS6,X,7.6,37,178
MAZDA,COMPACT,2,4,M6,X,7.7,37,180
MAZDA,COMPACT,2.5,4,AS6,X,7.7,37,181
MAZDA,COMPACT,2.5,4,AS6,X,7.8,36,183
MAZDA,COMPACT,2.5,4,AS6,X,8.2,34,192
MAZDA,MID-SIZE,2,4,AS6,X,7.7,37,181
MAZDA,MID-SIZE,2,4,M6,X,7.8,36,181
MAZDA,MID-SIZE,2.5,4,AS6,X,8,35,187
MAZDA,MID-SIZE,2.5,4,M6,X,8.1,35,189
MAZDA,MID-SIZE,2.5,4,AS6,X,8.7,32,204
MAZDA,MID-SIZE,2.5,4,AS6,X,8,35,187
MAZDA,MID-SIZE,2.5,4,AS6,X,8.9,32,208
MAZDA,TWO-SEATER,2,4,AS6,Z,7.9,36,186
MAZDA,TWO-SEATER,2,4,M6,Z,8.1,35,189
MERCEDES-BENZ,SUBCOMPACT,2,4,AM7,Z,8.4,34,195
MERCEDES-BENZ,SUBCOMPACT,2,4,AM7,Z,8.5,33,199
MERCEDES-BENZ,STATION WAGON - SMALL,2,4,AM7,Z,8.3,34,192
MERCEDES-BENZ,STATION WAGON - SMALL,2,4,AM7,Z,8.6,33,201
MERCEDES-BENZ,COMPACT,3,6,A9,Z,10.7,26,253
MERCEDES-BENZ,SUBCOMPACT,3,6,A9,Z,11.2,25,263
MERCEDES-BENZ,SUBCOMPACT,3,6,A9,Z,11.1,25,255
MERCEDES-BENZ,STATION WAGON - SMALL,3,6,A9,Z,10.8,26,255
MERCEDES-BENZ,COMPACT,4,8,A9,Z,11.2,25,263
MERCEDES-BENZ,COMPACT,4,8,A9,Z,11.2,25,263
MERCEDES-BENZ,SUBCOMPACT,4,8,A9,Z,12,24,282
MERCEDES-BENZ,SUBCOMPACT,4,8,A9,Z,11.8,24,277
MERCEDES-BENZ,MINICOMPACT,2,4,AM7,Z,9.2,31,217
MERCEDES-BENZ,COMPACT,3,6,A9,Z,10.7,26,235
MERCEDES-BENZ,MID-SIZE,3,6,A9,Z,9.9,29,232
MERCEDES-BENZ,SUBCOMPACT,3,6,A9,Z,10.9,26,245
MERCEDES-BENZ,SUBCOMPACT,3,6,A9,Z,10.6,27,237
MERCEDES-BENZ,STATION WAGON - MID-SIZE,3,6,A9,Z,10.2,28,239
MERCEDES-BENZ,MID-SIZE,4,8,A9,Z,13.5,21,318
MERCEDES-BENZ,STATION WAGON - MID-SIZE,4,8,A9,Z,12.7,22,299
MERCEDES-BENZ,SUV - STANDARD,4,8,A9,Z,17,17,396
MERCEDES-BENZ,STATION WAGON - MID-SIZE,2,4,AM7,Z,9.6,29,225
MERCEDES-BENZ,SUV - SMALL,3,6,A9,Z,11.2,25,262
MERCEDES-BENZ,SUV - SMALL,3,6,A9,Z,11.3,25,265
MERCEDES-BENZ,SUV - SMALL,4,8,A9,Z,13.2,21,309
MERCEDES-BENZ,SUV - SMALL,4,8,A9,Z,13.2,21,309
MERCEDES-BENZ,SUV - STANDARD,3,6,A9,Z,12.4,23,292
MERCEDES-BENZ,SUV - STANDARD,3,6,A9,Z,12.6,22,297
MERCEDES-BENZ,SUV - STANDARD,4.7,8,A7,Z,15.8,18,370
MERCEDES-BENZ,SUV - STANDARD,4.7,8,A7,Z,15.2,19,357
MERCEDES-BENZ,SUV - STANDARD,4.7,8,A7,Z,15.7,18,370
MERCEDES-BENZ,COMPACT,3,6,A9,Z,11.2,25,264
MERCEDES-BENZ,COMPACT,4,8,A9,Z,13.7,21,323
MERCEDES-BENZ,COMPACT,4,8,A9,Z,13.7,21,324
MERCEDES-BENZ,TWO-SEATER,4,8,AM7,Z,13.5,21,315
MERCEDES-BENZ,TWO-SEATER,4,8,AM7,Z,13.5,21,315
MERCEDES-BENZ,TWO-SEATER,4,8,AM7,Z,14,20,327
MERCEDES-BENZ,FULL-SIZE,4,8,A9,Z,11.8,24,275
MERCEDES-BENZ,SUBCOMPACT,4,8,A9,Z,13.1,22,306
MERCEDES-BENZ,COMPACT,4,8,A9,Z,11.6,24,271
MERCEDES-BENZ,FULL-SIZE,6,12,A7,Z,15.1,19,356
MERCEDES-BENZ,SUBCOMPACT,6,12,A9,Z,14.3,20,337
MERCEDES-BENZ,COMPACT,6,12,A9,Z,14.6,19,343
MERCEDES-BENZ,TWO-SEATER,5.5,8,A7,Z,13,22,303
MERCEDES-BENZ,TWO-SEATER,3,6,A9,Z,10.2,28,238
MERCEDES-BENZ,STATION WAGON - SMALL,2,4,AM7,Z,8.4,34,196
MERCEDES-BENZ,STATION WAGON - SMALL,2,4,AM7,Z,9.1,31,215
MERCEDES-BENZ,COMPACT,2,4,A9,Z,9.4,30,219
MERCEDES-BENZ,SUBCOMPACT,2,4,A9,Z,9.9,29,231
MERCEDES-BENZ,SUBCOMPACT,2,4,A9,Z,9.5,30,221
MERCEDES-BENZ,STATION WAGON - SMALL,2,4,A9,Z,9.5,30,221
MERCEDES-BENZ,MINICOMPACT,2,4,AM7,Z,8.2,34,193
MERCEDES-BENZ,MINICOMPACT,2,4,AM7,Z,8.7,32,204
MERCEDES-BENZ,COMPACT,3,6,A9,Z,9.8,29,213
MERCEDES-BENZ,MID-SIZE,2,4,A9,Z,9.7,29,228
MERCEDES-BENZ,MID-SIZE,3,6,A9,Z,10.3,27,244
MERCEDES-BENZ,SUBCOMPACT,3,6,A9,Z,11.6,24,271
MERCEDES-BENZ,SUBCOMPACT,3,6,A9,Z,11,26,257
MERCEDES-BENZ,STATION WAGON - MID-SIZE,3,6,A9,Z,10.8,26,254
MERCEDES-BENZ,SUV - STANDARD,4,8,A9,Z,16.3,17,378
MERCEDES-BENZ,SUV - SMALL,2,4,AM7,Z,9,31,209
MERCEDES-BENZ,SUV - SMALL,2,4,A9,Z,10,28,234
MERCEDES-BENZ,SUV - SMALL,2,4,A9,Z,10,28,234
MERCEDES-BENZ,SUV - STANDARD,3,6,A9,Z,12.1,23,282
MERCEDES-BENZ,SUV - STANDARD,3,6,A9,Z,13.2,21,312
MERCEDES-BENZ,SUV - STANDARD,4.7,8,A9,Z,15.1,19,355
MERCEDES-BENZ,FULL-SIZE,4,8,A9,Z,12.2,23,286
MERCEDES-BENZ,FULL-SIZE,6,12,A7,Z,15.1,19,355
MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,2,4,A7,Z,10.7,26,251
MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,2,4,A7,Z,10.5,27,248
MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,2,4,A7,Z,11.4,25,268
MERCEDES-BENZ,MID-SIZE,3,6,A9,Z,10.8,26,253
MERCEDES-BENZ,SUBCOMPACT,4,8,A9,Z,11.7,24,275
MERCEDES-BENZ,FULL-SIZE,4,8,A9,Z,11.3,25,265
MERCEDES-BENZ,MID-SIZE,4,8,A9,Z,11.3,25,265
MERCEDES-BENZ,TWO-SEATER,3,6,A9,Z,10.3,27,241
MERCEDES-BENZ,TWO-SEATER,4.7,8,A9,Z,11.6,24,270
MERCEDES-BENZ,TWO-SEATER,2,4,A9,Z,8.8,32,205
MINI,SUBCOMPACT,1.5,3,AS6,Z,7.9,36,184
MINI,SUBCOMPACT,1.5,3,M6,Z,7.5,38,175
MINI,SUBCOMPACT,1.5,3,AS6,Z,7.9,36,184
MINI,SUBCOMPACT,1.5,3,M6,Z,7.5,38,175
MINI,MID-SIZE,1.5,3,AS8,Z,9,31,212
MINI,MID-SIZE,1.5,3,M6,Z,9.1,31,214
MINI,MINICOMPACT,1.5,3,AS6,Z,7.9,36,184
MINI,MINICOMPACT,1.5,3,M6,Z,7.5,38,175
MINI,STATION WAGON - SMALL,1.5,3,AS8,Z,9.2,31,215
MINI,STATION WAGON - SMALL,1.5,3,M6,Z,9.1,31,214
MINI,SUBCOMPACT,2,4,AS6,Z,8.4,34,197
MINI,SUBCOMPACT,2,4,M6,Z,9,31,210
MINI,SUBCOMPACT,2,4,AS6,Z,8.4,34,197
MINI,SUBCOMPACT,2,4,M6,Z,9,31,210
MINI,MID-SIZE,2,4,AS8,Z,9.2,31,214
MINI,MID-SIZE,2,4,M6,Z,9.7,29,227
MINI,MINICOMPACT,2,4,AS6,Z,8.4,34,197
MINI,MINICOMPACT,2,4,M6,Z,9,31,210
MINI,MID-SIZE,2,4,AS8,Z,9.2,31,215
MINI,MID-SIZE,2,4,M6,Z,9.7,29,228
MINI,SUBCOMPACT,2,4,AS6,Z,8.4,34,197
MINI,SUBCOMPACT,2,4,M6,Z,9,31,210
MINI,MID-SIZE,2,4,AS8,Z,9.2,31,214
MINI,MID-SIZE,2,4,M6,Z,9.7,29,227
MINI,MINICOMPACT,2,4,AS6,Z,8.4,34,197
MINI,MINICOMPACT,2,4,M6,Z,9.4,30,220
MINI,MID-SIZE,2,4,AS8,Z,9.3,30,220
MINI,MID-SIZE,2,4,M6,Z,9.7,29,228
MITSUBISHI,SUV - SMALL,1.5,4,AV8,X,9.3,30,216
MITSUBISHI,COMPACT,1.2,3,AV,X,6.2,46,143
MITSUBISHI,COMPACT,1.2,3,M5,X,6.5,43,151
MITSUBISHI,COMPACT,1.2,3,AV,X,6.4,44,148
MITSUBISHI,COMPACT,1.2,3,M5,X,6.6,43,153
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,9.1,31,212
MITSUBISHI,SUV - SMALL,3,6,AS6,Z,10.6,27,246
MITSUBISHI,SUV - SMALL,2,4,AV6,X,8.8,32,206
MITSUBISHI,SUV - SMALL,2,4,AV6,X,9.2,31,213
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,9.4,30,218
NISSAN,TWO-SEATER,3.7,6,AS7,Z,11.1,25,261
NISSAN,TWO-SEATER,3.7,6,M6,Z,11.5,25,270
NISSAN,TWO-SEATER,3.7,6,AS7,Z,11.5,25,271
NISSAN,TWO-SEATER,3.7,6,M6,Z,11.8,24,279
NISSAN,MID-SIZE,2.5,4,AV,X,7.4,38,174
NISSAN,MID-SIZE,2,4,AV,X,8.1,35,190
NISSAN,MID-SIZE,2.5,4,AV,X,7.5,38,177
NISSAN,MID-SIZE,2.5,4,AV,X,7.9,36,186
NISSAN,MID-SIZE,2.5,4,AV,X,8.1,35,190
NISSAN,SUV - STANDARD,5.6,8,AS7,X,15.5,18,364
NISSAN,PICKUP TRUCK - SMALL,2.5,4,A5,X,12.3,23,290
NISSAN,PICKUP TRUCK - SMALL,4,6,A5,X,12.7,22,299
NISSAN,PICKUP TRUCK - SMALL,4,6,A5,X,13.9,20,326
NISSAN,PICKUP TRUCK - SMALL,4,6,M6,X,13.5,21,317
NISSAN,SUBCOMPACT,3.8,6,AM6,Z,12.6,22,295
NISSAN,MID-SIZE,1.6,4,AV,X,7.2,39,169
NISSAN,MID-SIZE,3.5,6,AV7,Z,9.9,29,233
NISSAN,COMPACT,1.6,4,A4,X,8,35,188
NISSAN,COMPACT,1.6,4,M5,X,7.9,36,186
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV7,X,10.2,28,240
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV7,X,10.3,27,242
NISSAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.3,30,218
NISSAN,SUV - SMALL,3.5,6,AV,X,10.2,28,240
NISSAN,SUV - SMALL,3.5,6,AV,X,10.7,26,250
NISSAN,SUV - SMALL,3.5,6,AV,X,11,26,259
NISSAN,STATION WAGON - SMALL,2,4,AV7,X,8,35,188
NISSAN,STATION WAGON - SMALL,2,4,M6,X,9.2,31,217
NISSAN,STATION WAGON - SMALL,2,4,AV7,X,8.4,34,198
NISSAN,SUV - SMALL,2.5,4,AV,X,8.2,34,192
NISSAN,SUV - SMALL,2.5,4,AV,X,8.7,32,204
NISSAN,MID-SIZE,1.8,4,AV,X,7.3,39,172
NISSAN,MID-SIZE,1.8,4,M6,X,7.8,36,183
NISSAN,MID-SIZE,1.6,4,AV7,Z,8.2,34,193
NISSAN,MID-SIZE,1.6,4,M6,Z,8.3,34,195
NISSAN,MID-SIZE,1.6,4,AV7,Z,8.7,32,205
NISSAN,MID-SIZE,1.6,4,M6,Z,8.7,32,204
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,13.3,21,312
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,13.4,21,315
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,14.1,20,331
NISSAN,MID-SIZE,1.6,4,AV,X,7,40,164
NISSAN,MID-SIZE,1.6,4,M5,X,7.7,37,180
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.4,30,221
PORSCHE,MINICOMPACT,3,6,M7,Z,10.1,28,237
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.7,29,227
PORSCHE,MINICOMPACT,3,6,M7,Z,10.3,27,241
PORSCHE,MINICOMPACT,3,6,AM7,Z,10.4,27,243
PORSCHE,MINICOMPACT,3,6,M7,Z,11.2,25,260
PORSCHE,MINICOMPACT,3,6,AM7,Z,10.7,26,249
PORSCHE,MINICOMPACT,3,6,M7,Z,11,26,258
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.7,29,226
PORSCHE,MINICOMPACT,3,6,M7,Z,10.3,27,242
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.7,29,228
PORSCHE,MINICOMPACT,3,6,M7,Z,10.4,27,243
PORSCHE,MINICOMPACT,3,6,AM7,Z,10.6,27,248
PORSCHE,MINICOMPACT,3,6,M7,Z,12.3,23,286
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.6,29,225
PORSCHE,MINICOMPACT,3,6,M7,Z,10.4,27,242
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.8,29,230
PORSCHE,MINICOMPACT,3,6,M7,Z,10.5,27,246
PORSCHE,MINICOMPACT,3,6,AM7,Z,10.6,27,248
PORSCHE,MINICOMPACT,3,6,M7,Z,11,26,257
PORSCHE,MINICOMPACT,3,6,AM7,Z,10.7,26,250
PORSCHE,MINICOMPACT,3,6,M7,Z,11.2,25,260
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.9,29,232
PORSCHE,MINICOMPACT,3,6,M7,Z,10.4,27,243
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.9,29,231
PORSCHE,MINICOMPACT,3,6,M7,Z,10.5,27,246
PORSCHE,TWO-SEATER,3.8,6,AM7,Z,13.5,21,315
PORSCHE,TWO-SEATER,4,6,AM7,Z,13.9,20,324
PORSCHE,TWO-SEATER,4,6,M6,Z,15.1,19,352
PORSCHE,TWO-SEATER,4,6,AM7,Z,14.4,20,335
PORSCHE,TWO-SEATER,4,6,M6,Z,14.1,20,334
PORSCHE,TWO-SEATER,4,6,M6,Z,15.1,19,350
PORSCHE,MINICOMPACT,3,6,AM7,Z,9.8,29,228
PORSCHE,MINICOMPACT,3,6,M7,Z,10.5,27,246
PORSCHE,MINICOMPACT,3,6,AM7,Z,10.8,26,251
PORSCHE,MINICOMPACT,3,6,M7,Z,11.4,25,266
PORSCHE,MINICOMPACT,3,6,AM7,Z,10,28,233
PORSCHE,MINICOMPACT,3,6,M7,Z,10.5,27,246
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,25,266
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,25,267
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,25,266
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,25,267
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,12.7,22,297
PORSCHE,TWO-SEATER,2,4,AM7,Z,9.4,30,219
PORSCHE,TWO-SEATER,2,4,M6,Z,9.8,29,229
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,10.6,27,249
PORSCHE,TWO-SEATER,2.5,4,M6,Z,11,26,257
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,9.9,29,231
PORSCHE,TWO-SEATER,2.5,4,M6,Z,10.7,26,249
PORSCHE,SUV - STANDARD,3,6,AS8,Z,11.4,25,265
PORSCHE,SUV - STANDARD,2.9,6,AS8,Z,11.8,24,275
PORSCHE,SUV - STANDARD,4,8,AS8,Z,14.1,20,329
PORSCHE,TWO-SEATER,2,4,AM7,Z,9.4,30,219
PORSCHE,TWO-SEATER,2,4,M6,Z,9.8,29,229
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,10.6,27,249
